Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
oh thank god thought two heads,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
rachel you’re gonna push even harder nothing’shappening,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
i’m sorry can’t,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
can’t,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
can’t please,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative
doctor says it’s completely normal hormones plusyouyou’re sleep deprived,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh wait minute it’s gonna baby girl thought wasso original,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
uh actually wewe’ve narrowed two names,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
that’s name i’m sorry doesn’t feellike isabella,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
guess ferdinad,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
umm delilah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Negative
oh great suddenly sounds like biblical whore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
ugh easy say already know kids names goingto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh it’s gonna named snack baked goodisn’t,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
don’t want say,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
got bucket,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
oh i’m alone ross,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
well gets divorce it’s ross,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Negative
well i—that’s never gonna happen ross,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh well that’s thought first husband i’mlucky kid gets spend weekend father twins little ms newboobs,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
well… that’s…y’know—that’s—we’vebeen alone last twenty minutes we’re okay besides y’know whatii—maybe won’t alone ‘cause lately ii—things beenhappening ross y’know right went labor wewe thiskiss y’know might the…the beginning something,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Negative
nono,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
i’m gonna leave three alone,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
man see kid nose,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
huh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
umm…that kiss left apartment somesomethinghuh,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
mean don’t want go road,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh god i’m sorry talking nurse completely forgot,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
can’t decide looks alike rachel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
know know know know try make mightwreck,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
nothing,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Negative
really it’s nothing i’m just…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
rach come,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
i’ve thinking baby gonna allalone,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Negative
yeah guess,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
never thought would raise baby pretty dumbhuh,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
hey listen listen me…you never,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
joey honey would without,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
let ask everybody using tiny lights nowadays iremember people used use big lights,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Negative
wow monica’s letting people help decorate tree didsomeone get drunk,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
dunno doesn’t quite feel like christmas tome,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Negative
… that’s story dreidle peopletrace christmas tree back egyptians used bring green palm branches intotheir huts shortest day year symbolising life’s triumph deathand like 4000 years ago,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative
aw i’m sorry sweetie doesn’t feel way,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
know she’s sweet wanna feed grapes brushher hair,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative
janine mean yeah first thought hotbut she’s like old news,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
got call dancer television special newyear’s eve it’s called sort dick’n rock’n dickie eve,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
well actually they’re taping tomorrow don’t reallyunderstand,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
bye,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
don’t think,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh maybe hey know find we’re going newyear’s eve party right midnight kiss kisses backgreat y’know says ‘dude hell doing’ cansay ‘it wasn’t new years’,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
well that’s lot better ross trying kiss highschool saying needed chapstick,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
dry day,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
here’s what’s gonna happen music’s gonna startyou’re gonna dance we’re gonna tape don’t look camera anyquestions,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
yeah chandler don’t take walk doesn’t concernyou,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
that’s terrible,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative
nono every year,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
oh well makes terrible,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
don’t can’t live heretoo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
chandler that’s enough mean gets greatpresent two medium presents bunch little presents you’ve gottenher one great present mean that’s gonna make feel bad would dothat chandler,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
uhoh may onto us,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
y’know guys said gonna go across hall andlook don’t don’t every year,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
don’t like go back closet look mygym bag anything,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
right biggie stay loose,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
wanna get camera think get one thoseplatforms they’ve taping people day,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
yeah well you’d better loosened hips little,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
mean,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
uhhuh,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
really y’think don’t,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
couldnt find anything joeyheyhey oh hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
yeah found guest room closet behind somecoats,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
well chandler weird metal z thing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
excuse sir would help weren’t wearing underpants,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
don’t think,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
she’s fair game ask sorry buddy,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
god second grade,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
man sucks y’know mom dad don’t see us tvafter made jealous mean who’s gonna losers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
routine,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative
ross haven’t done routine since middle school,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative
hey snippy guy sees routine he’ll wanna buildus platform,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
got honourable mention brothersister dance categorylook it’s almost fake midnight really choice,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative
really ask who’s going platformnext,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
believe we’re gonna platform themillennium moment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
ross think stick routine don’t wanna lookstupid,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
cut,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
could follow clever jokes – ideas nodidn’t think okay c’mon guys show us presents,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
oh duck seems think monica got garbage hmm wonderwhat could get monica that’s good garbage,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
hmm azzz,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
hey hollow,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Negative
don’t look directly,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Negative
hee hee,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
wait can’t,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
don’t wanna know monica got y’know mean looki’m sure worked really hard getting present wanting surprise meand guys gonna ruin look put back whatchristmas,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Negative
nobody opening anything ok look don’t know guysbut wanna see look monica’s face give present i’msure wants see look face get mine please please justcan put back,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative
hey guys found presents chandler let find thepresents great know long took find water purifier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
home sweet home huh nice uh get back reality plus know howthe new year’s gonna go guess there’s reason y2k panicy’know anyway g’night,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
well don’t know tonight yelled cut didn’tget kiss really really disappointed really wanted kiss,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Negative
sure new year’s eve two weeks away wait,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
neither,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
uh yeah okay except sorta felt like needed couple seconds toget ready,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
platform ready dance world newmillennium guy yelled ‘cut’,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Negative
uh wait guys telling actually routine fromeighth grade,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
‘cos gonna say there’s way could’ve done theend way guys back,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Negative
don’t know mean lot bigger mean strongerback,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Negative
youre bleeding,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Negative
ok well problem well use stop bleeding okbaggage claim ok,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
um,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
guys got hair cut,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
ok think shes trying tell us something quick get verbs,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative
hi im havent met ill make much better firstimpression tomorrow dont 20 hours cab plane,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
bus,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
screaming guy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
spitting,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative
bus thats easily 200 years old,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Negative
200 least,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
chicken pooped lap oh im sorry gave awaythe ending didnt oh heard story cab ican think,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
havent seen since well land china guesswhos charge dig,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
weve gotta get sleep,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
hell happened china mean last leftyou totally love know,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Negative
know know always little voice inside thatkept saying never gonna happen move know whose voice,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
didnt order lemonade,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh well better go take back theyre gonna chargeyou,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
saidhe said said theyre great time imsorry silver lining wanna see made decision byhimself without outside help whatsoever,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
ironically guys picked last gym,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
although thats im thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
ohh,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
im im incredibly anal unbelievable controlfreak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
know im trying spare feelings,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
needs clothes altered,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
im looking man draw chalk,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
okay stop qtip theres resistance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
didnt hang either,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Negative
rachel ill call back,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
well sorta stupid thing last night,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
stupid thing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
dont know kinda ran last night,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
whoa whoa fact dumped hit phoebe,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
oh god know im pathetic loser,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
honey youre pathetic youre sad,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
people stupid things theyre upset,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
yeah hes back problem,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
problem,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
well spite yummy bagels palpable tension ive gotpants need altered,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
right thats quit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
didnt say anything,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
im sorry im sorry phoebe little shorter wehad discussed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
would relax know wears,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
wears,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
oh god im sorry im sorry ones demi moore,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
long want cuffs,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
least long pants,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
im gonna lie ross doesnt look good put clip onone side seems stopped curling,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
ooh bad huh,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
look sense women depressed vulnerable itsone gifts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
saw get plane really thought hit rockbottom today like theres rock bottom 50 feet crap,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
theyve going two weeks ross beenin love like 10 years,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Negative
dont know dont know,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
look rach rach ive share women fact ive beenwith like lot peoples share women point ive never felt anyone theway ross felt,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Negative
joeys tailortook advantage,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
oh come said going inseam ran handup leg definite,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative
yes yes prison whatsa matter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
even mary tyler moore wouldve better,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
come monica things could worse could get caught betweenthe moon new york city know crazy true,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
ok well say anything need know one thosethings break guy tell think nextday get back together guy look like complete idiot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
nononono,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well think think guy scum hate mean iactually—ii physically hate always way good aguy like,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
swear god dad thats measure pants,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
thinking little shorter know like andiemcdowells new haircut,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
cannot believe didn’t tell stillmarried,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Negative
you’re kidding,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Negative
okay maybe wasn’t best decision couldn’t faceanother failed marriage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
phoebe told already knew,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
another lie sickness,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
left shoe,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
whoawhoawhoa,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
yeah i’m gonna pass ‘cause kinda iffy waspuppies,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
found denise leaving town whilei don’t roommate,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well maybemaybe could roommate pheebs,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
maybe could roommate,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
would great wait long denise gone,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative
umm said she’d back december 26,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
okay rach but…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
op you’re peeping,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
look you’d two failed marriages you’d understand,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
time said break,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
nauh responsible babies,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
see that’s think you’re wrong we’ve beenplaying babies man man really playing zone defense,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
mean,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
sounds really great maybe charge wiping,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
shocking since still keys,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
see treatment get i’m car people arefriendly theythey wanna talk car one guy gave advice aboutmy equity investments,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
oh yeah got soap sponges rags carnuba wax polishingcompound,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
don’t even car,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
know umm one time really dirty car front ofthe building washed,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
that’s city get 160 take herupstate,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
really oh uh oh give five minutes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative
whatwhat,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
oh ii uh found keys i’m polishing,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
listen iii don’t come city much idon’t know you’re crazy kind street theater could ihave keys,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
don’t know nervous don’t knowwhy frank alice always complaining easy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
chandler thing put someone’s eye,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative
destroy universe,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
chandler swallow one little parts also lookat smooth area that’s gonna mess,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Negative
they’re gonna swallow anything guys way overprotective kid mom used throw pile broken glass,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
oh look little leslie stretching sleep,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
swallowed sonic blaster gun,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
okay two asking court annulment,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
based petition seeking annulment groundsthat mr geller mentally unstable,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
fine i’m mentally unstable,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
based fact mr geller intravenous drug user,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative
uh yes heroin crack,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
crack isn’t even intravenous drug,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
also says lied sexual preference beforemarriage,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
finally unable consummate marriage well thatmakes sense since you’re gay addicted heroin,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
okay i’m sorry insane iii’m addicted heroini’m gay,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
won’t necessary,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
ugh,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
two involved serious relationship reallycreates problem,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well based heard two certainly don’t qualify anannulment two don’t want together you’ll file divorce,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
need get chambers,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
right look lady deal came annulment iam leaving get one,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
would like spend night jail,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
uh loved way feels everybody thinks iown porsche,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Negative
people think porsche you’re wearing theclothes,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
course idiot would wear stuff didn’t thecar right,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
joey know don’t actually one,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ahh think moved it’s really poking,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
can’t can’t leave themwe’re babysitting,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
babies asleep i’m sure you’ll okay fora,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
youyou can’t leave wewe’re teamwe’re playing zone they’re gonna triple team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
he’s got something plastic lodged throat we’ve got togo hospital,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
doctor won’t able help it’s justgonna y’know naturally pass system like seven years,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
think that’s gum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
okay listen really hurts let’s go,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
totally fault,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
fault threatened judge,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
well ripped paper court reporter’s machine,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
taking care problem huh guys feel safe rightokay i’m gonna take spit bubble yeah,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
know babies asleep,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
mess,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
picked divorce papers uh i’ve already signed everythingand put little ‘x’s need sign,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
y’know ii—you’ve done lot stupid stuff okay,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
oh name one stupid thing stupid one,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
okay ross we’re—wait minute umm uh kinda alittle confession,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
excuse,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
well remember drunk remember anything night wewere married,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Negative
know always thought got married would onethat stuck wouldn’t secret wouldn’t wedding dinnerat,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Negative
may depressing thing i’ve heard life shouldprobably get lawyer’s office,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
eh problem,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
i’m gonna need copy,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
uhhuh know i’m coming soon theater near i’m inthx i’m unsuitable children,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
