Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative,Song Recommendations
well ah swing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
ah buy wrap christmas gifts,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Hold, Yellow"
ah… oh i’ll squeeze fresh orange juice everymorning,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
extra pulp,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Positive,"Don't Panic, Play with Fire (feat. Yacht Money), 2 MUCH (feat. 24hrs)"
monica phoebe know,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
make legend make generation’smilton berle,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
milton berle a…,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
well,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive,"I Dunno (feat. Dutchavelli & Stormzy), New Rules, Royals"
they’re even touching lasagna,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Positive,"B.Y.O.B., All We Know, Duality"
really,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
oh love casserole,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Hold, Yellow"
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
thought was… quite tasty,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"A Million Dreams, Pumped Up Kicks, Young Dumb & Broke"
everyone liked liked would makethis success would make you…,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"It's My Life, Whatever It Takes, Calm Down"
wow,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
think,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
well it’s good thing got sheblew like vesuvius,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
volcano,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Positive,"Don't Panic, Play with Fire (feat. Yacht Money), 2 MUCH (feat. 24hrs)"
talking volcanoes sudden,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
oh yeah yeah,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
oh god korea beautiful country,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
could,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
it’s good morning,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
rachel could come moment please,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
oh yeah yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
tell friend chandler we’re,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Hey Look Ma, I Made It, Houdini (feat. Swarmz & Tion Wayne), Boss Bitch"
hey,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
pay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
yeah joey pressed something remote came,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Rock You Like A Hurricane, Hotter Than Hell"
yeah one touches remote one touches tv,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive,"Chop Suey!, Sugar, Toxicity"
one touches,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
hi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Calm Down, Strawberry Swing, Don't Panic"
hey cheer you’re gonna see right,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"It's My Life, Often, Titanium (feat. Sia)"
care much,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
could get live fantasy,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
fantasies emily,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
y’know,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive,"Chop Suey!, Sugar, Toxicity"
love,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Positive,"PILLOWTALK, Bad Liar, Til Kingdom Come"
love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
whatwhat love really,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Positive,"Heat Waves, Nearly Witches (Ever Since We Met...), Kaer Morhen"
good kisser,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Girls / Girls / Boys, MONEY, Houdini (feat. Swarmz & Tion Wayne)"
heartbeat,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
that’s,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Calm Down, Pumped Up Kicks"
oh wow cool,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
talked possibility multiple births,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
don’t take care one get pregnant againi’ll hold onto card okay,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"I Dunno (feat. Dutchavelli & Stormzy), No Time for Caution, Don't Panic"
well yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
well areare sure three,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
know,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
ooh hi,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
oh well okay hey y’know you’re umm you’rewalking street see three people row say oh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
yes,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
okay yeah well good news you’re going three babies,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
three babies,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Cotton Eye Joe"
finally got band,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
we’re gonna big family i’ve always wanted big family,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
right,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
back happy back happy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Sparks, Everything's Not Lost - Includes Hidden Track 'Life Is For Living', People of The Pride"
nonono it’s going fine umm teachhome ec uh 30 kids making baby clothes year long y’knowit’llit’ll like little sweatshop,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
frank,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"I Bet My Life, Middle Of A Breakup, Ain't No Rest for the Wicked"
can’t quit college you’re college really,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Positive,"Middle Of A Breakup, I Bet My Life, Ain't No Rest for the Wicked"
it’s okay we’rewe’re gonna three kids andthat’sthat’s different kind dream three kids money,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Positive,"Middle Of A Breakup, Ain't No Rest for the Wicked, I Bet My Life"
it’s theme good humping,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
yeah right,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
told prefers leave certain things imagination,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Don't Panic, Cotton Eye Joe, Play with Fire (feat. Yacht Money)"
yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
yeah likes porn,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
ya going,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"Don't Panic, Into the Unknown - Panic! At The Disco Version, Take on Me"
go frank alice,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Schism"
well say,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"LA Devotee, Into the Unknown - Panic! At The Disco Version, Take on Me"
thank,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, A Million Dreams, Young Dumb & Broke"
oh you’re totally welcome what’d say,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
said thank said,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Calm Down, Pumped Up Kicks"
yeah trying get,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive,"Chop Suey!, Sugar, Toxicity"
play hard get,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
already lives london,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
go tokyo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
right look forget forget told love herit’s,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive,"Eye For an Eye, Rolling in the Deep, Hurricane"
you’re,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Positive,"Fortunate Son, Painkiller, Wait and Bleed"
know,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
way strong man,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
sure,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
what’s second part plan,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
ross,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
thatthat that’s right umm i’m glad youcalled,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, A Million Dreams, Young Dumb & Broke"
well…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
course there’s another guy even perfect youhave prove love,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Positive,"Animals, Needled 24 / 7, Viva Las Vengeance"
i’m proving anything okay i’m done listening ihadn’t let talk going airport first place neverwould’ve put fist wall,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
put fist wall,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
yeah go fight,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
oh yeah sure makes sense yeah ‘cause already told heryou love didn’t say back called told thatthere’s another guy yeah go london that’ll scare,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
rachel paulo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
made fun accent,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Positive,"All We Know, Don't Let The Light Go Out, Middle Of A Breakup"
really,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
come surprise show doorstep don’t let gowithout fight,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Collar Full, Bonfire, Play with Fire (feat. Yacht Money)"
right right i’m gonna,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Rock You Like A Hurricane, Hotter Than Hell, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
right,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
i’m gonna i’m gonna go london i’m going fightfor,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Positive,"Ride, Never Be the Same, Freaky (feat. Poundz & Dappy)"
okay good luck,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
ross ross you’re going airport could pick upanother one,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Positive,"2 MUCH (feat. 24hrs), Bonfire, Collar Full"
oohooh figured way make money i’mgonna open massage place frank’s gonna help work itaround schedule doesn’t quit school,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
well walking street saw van guysused catering realised…,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Rock You Like A Hurricane"
i’m telling i’m telling,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
place one ever get alive,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Positive,"Cirice, Sign of the Times, All We Know"
name favourite part,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
well well,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
well i…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
hello,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
oh god ross england emily surprised,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
right next flight,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive,"I Dunno (feat. Dutchavelli & Stormzy), New Rules, Royals"
four hours,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
okay it’s relaxi cab it’s relaxicab like taxicab,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
oh better,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
london,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Don't Panic, Cotton Eye Joe, Play with Fire (feat. Yacht Money)"
i’ve uh i’ve come talk ross,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
ross love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
ohh thank,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Blinding Lights, Adventure of a Lifetime, Savage Love (Laxed - Siren Beat)"
bank really hot teller shedidn’t ask go vault,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Rock You Like A Hurricane"
nice apartment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
think you’re right,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"It's My Life, Whatever It Takes, Calm Down"
right ready,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
one,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
two,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
that’s kinda nice,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Calm Down, Strawberry Swing, Don't Panic"
yeah that’s kinda relief,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, A Million Dreams, Young Dumb & Broke"
wanna see still,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive,"Organ Variation, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack, Confidence"
yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
joey know steal food,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
i’m good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
joey…,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
wanna make 6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
oh ross hi hey ya,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
uhh okay yeah fun,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, Take on Me, High Hopes"
yeah fun great uh guys hit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, Don't Start Now, Old Town Road"
something could’ve happened right sheshe really dug slidesandand definitely giving vibe,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
thank i…yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
ross thanks,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Calm Down, Pumped Up Kicks"
want call right,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
yeah call right,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Rock You Like A Hurricane, Hotter Than Hell, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
chandler there’s nothing wrong crying mean don’thave macho time,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"Middle Of A Breakup, Ain't No Rest for the Wicked, I Bet My Life"
yeah you’re right don’t know thinking,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
guess never really cried y’know i’m acrying kind guy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Positive,"Heat Waves, Bad Liar, Bohemian Rhapsody"
i’d sad sure wouldn’t cry,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Let The Light Go Out, Hall of Fame (feat. will.i.am), Lose Yourself"
cry found talking puppy i’m rich,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
oh that’s parent’s day first grade that’s withthe janitor martin,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive,"Sweet Home Alabama, Summer Of '69, City Of Stars"
parents,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
oh chandler,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Positive,"Yellow, Sweet Child O' Mine, Circle of Life (From ""The Lion King"") - From ""The Lion King"" Soundtrack"
story doesn’t make cry,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"Don't Panic, Don't Let The Light Go Out, Northern Downpour"
look don’t cry it’s big deal okay,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
it’s okay it’s okay you’re deadinside,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive,"Eye For an Eye, Rolling in the Deep, Hurricane"
yeah,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Lose Yourself, Hall of Fame (feat. will.i.am)"
phoebe buffay,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
wow wow thanks lot wanna say think you’re reallytalented,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Waterloo, Alors on danse - Radio Edit, Safe To Say"
oh you’re phoebe’s fan,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
oh yeah i’ve seen movies,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
ohhh well y’know honey best thing get aguy start dating someone else oh great guy love worknamed bob he’s real upandcomer human resources,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
